Sprint Name,Test Case Title,Test Assignee,Description,Mode,Priority,Type,Precondition,Test Data,Steps,Expected Result,Actual Result,Tags
HeySales Studio> Simulations Reports,TC0011_Check the avg score card when same learner [from TC0010] has retake the simulation and completes it,arjun@paperflite.com,Validate The card should display the avg score of the learner [eg: 75 + 50 (in 2nd attempt) / 2 (no of attempts)] and the sub text should be X% across X attempts completed,Manual,Medium,Functional,Retake the simulation as User A and complete it,NA,"1. Login as a learner A
2. Open My courses
3. Again retake the simulation [TC0010] and complete it
4. Now Login as admin
5. Check the completion card in admin view","1. User should be able to login successfully
2. User should be able to open My courses in hey sales and locate the assigned simulation
3. User should be able to retake the same simulation and successfully complete it with respective score
4. Admin user should be able to login successfully
5. In the avg score card, the percenatge should be X% and and the sub text should read across 2 attempts completed",The card displays the avg score of the learner [eg: 75 + 50 (in 2nd attempt) / 2 (no of attempts)] and the sub text is X% across X attempts completed,
HeySales Studio> Simulations Reports,TC0012_Check the logic of the avg score card,arjun@paperflite.com,Validate The data in avg score card should be calculated by the total score earned by the learners and divided by the total number of attempts of all the completed learners,Manual,Medium,Functional,"Complete the simulation as User A and User B
Retake the simulation as User B",NA,"1. Login as a learner A
2. Open My courses
3. Start the simulation and complete
4. Login as a learner B
5. Open My courses
6. Start the simulation and complete
7. Retake and complete the simulation as user B
8. Now Login as admin
9. Check the completion card in admin view","1. User A should be able to login successfully
2. User A should be able to open My courses in hey sales and locate the assigned simulation
3. User A should be able to start the simulation and successfully complete it with respective score
4. User B should be able to login successfully
5. User B should be able to open My courses in hey sales and locate the assigned simulation
6. User B should be able to start the simulation and successfully complete it with respective score
7. User B should be able to retake the same simulation and successfully complete it with respective score
8. Admin user should be able to login successfully
9. In the avg score card, the percenatge should be X% and and the sub text should read across 3 attempts completed",The data in avg score card is calculated by the total score earned by the learners and divided by the total number of attempts of all the completed learners,
HeySales Studio> Simulations Reports,TC00013_Check the UI of the avg score card,arjun@paperflite.com,Validate The UI and Font should follow the design and the percentage should be in primary color,Manual,Medium,Functional,The simulation should be assigned to x number of learners and completed by x number of learners,NA,"1. Log in as admin / Content publisher
2. Navigate to Hey sales module
3. Open any simulation
4. Check the avg score card","1. User should be able to login in successfully
2. Hey sales module should render successfully
3. User should be able to open any simulation
4. The UI and Font should follow the design and the percentage should be in primary color",The UI and Font follows the design and the percentage is in primary color,
HeySales Studio> Simulations Reports,TC0014_Check the avg time spent card in the simulation,arjun@paperflite.com,"Validate For admins and content publishers the avg time spent should be displayed in the top right of the simulation, and the avg time spent should be calculated based on the cumulative time spent by the all the completed learners divided by number of completed learners",Manual,Medium,Functional,The simulation should be assigned to x number of learners and completed by x number of learners,NA,"1. Log in as admin / Content publisher
2. Navigate to Hey sales module
3. Open any simulation
4. Check the avg time spent card","1. User should be able to login in successfully
2. Hey sales module should render successfully
3. User should be able to open / create any simulation
4. The completion rate card should be displayed with respection percentage","For admins and content publishers the avg time spent is displayed in the top right of the simulation, and the avg time spent is calculated based on the cumulative time spent by the all the completed learners divided by number of completed learners",
HeySales Studio> Simulations Reports,TC0015_Check the avg time spent card if no learner has completed the simulation,arjun@paperflite.com,Validate When no learners have completed the call or not started the Avg time spent card should displayed 0,Manual,Medium,Functional,The simulation should be assigned to 2 number and no learner should complete the simulation,NA,"1. Create a simulation
2. Assign the simulation to 2 learners
3. Check the avg time spent card","1. Admin / content publisher should be able to create a simulation
2. User should be able to assign 2 learners to the silumation
3. If no user has completed the call, the avg score card should display 0",When no learners have completed the call or not started the Avg time spent card should displayed 0,
HeySales Studio> Simulations Reports,TC0016_Check the avg time spent card when one learner has completed the simulation,arjun@paperflite.com,Validate The card should display the time spent by the learner in the simulation,Manual,Medium,Functional,Complete the simulation as User A,NA,"1. Login as a learner A
2. Open My courses
3. Start the simulation and complete
4. Now Login as admin
5. Check the completion card in admin view","1. User should be able to login successfully
2. User should be able to open My courses in hey sales and locate the assigned simulation
3. User should be able to start the simulation and successfully complete it with respective score
4. Admin user should be able to login successfully
5. In the avg time spent card, the time spent by the learner should be displayed",The card displays the time spent by the learner in the simulation,
HeySales Studio> Simulations Reports,TC0017_Check the avg time spent card when same learner [from TC0016] has retake the simulation and completes it,arjun@paperflite.com,Validate When the same user retakes the simulation the data in the avg time spent card should be cumulative of both attempt 1 and attempt 2 [eg: 1st 5min and 2nd 3 mins = total 8 mins],Manual,Medium,Functional,Retake the simulation as User A and complete it,NA,"1. Login as a learner A
2. Open My courses
3. Again retake the simulation [TC0016] and complete it
4. Now Login as admin
5. Check the completion card in admin view","1. User should be able to login successfully
2. User should be able to open My courses in hey sales and locate the assigned simulation
3. User should be able to retake the same simulation and successfully complete it with respective score
4. Admin user should be able to login successfully
5. In the avg time spent card, the data should be cumulative of 2 attempts completed",When the same user retakes the simulation the data in the avg time spent card is cumulative of both attempt 1 and attempt 2 [eg: 1st 5min and 2nd 3 mins = total 8 mins],
HeySales Studio> Simulations Reports,TC0018_Check the logic of the avg time spent card,arjun@paperflite.com,Validate the avg time spent should be calculated based on the cumulative time spent by the all the completed learners divided by number of completed learners and the average should not include the retakes of the user,Manual,Medium,Functional,"Complete the simulation as User A and User B
Retake the simulation as User B",NA,"1. Login as a learner A
2. Open My courses
3. Start the simulation and complete
4. Login as a learner B
5. Open My courses
6. Start the simulation and complete
7. Retake and complete the simulation as user B
8. Now Login as admin
9. Check the completion card in admin view","1. User A should be able to login successfully
2. User A should be able to open My courses in hey sales and locate the assigned simulation
3. User A should be able to start the simulation and successfully complete it with respective score and time spent
4. User B should be able to login successfully
5. User B should be able to open My courses in hey sales and locate the assigned simulation
6. User B should be able to start the simulation and successfully complete it with respective score and time spent
7. User B should be able to retake the same simulation and successfully complete it with respective score
8. Admin user should be able to login successfully
9. In the avg time spent card, the avg time spent should be cumulative user A [eg: 5mins] and User B [eg: 1st attempt 5 mins and 2nd attempt 2mins] divided by 2 [as the retakes should be not accounted]. Which is 12/ 2 = 6mins",The avg time spent is calculated based on the cumulative time spent by the all the completed learners divided by number of completed learners and the average does not include the retakes of the user,
HeySales Studio> Simulations Reports,TC0019_Check the UI of the avg time spent card,arjun@paperflite.com,Validate The UI and Font should follow the design and the percentage should be in primary color,Manual,Medium,Functional,The simulation should be assigned to x number of learners and completed by x number of learners,NA,"1. Log in as admin / Content publisher
2. Navigate to Hey sales module
3. Open any simulation
4. Check the avg time spent card","1. User should be able to login in successfully
2. Hey sales module should render successfully
3. User should be able to open any simulation
4. The UI and Font should follow the design and the percentage should be in primary color",The UI and Font follows the design and the percentage is in primary color,
HeySales Studio> Simulations Reports,TC0020_Check the navigation from Learners List [From All Learners drop down],arjun@paperflite.com,"Valiadte Admins and Content publisher should be able to click on the completed user [on name, profile pic], and they should be navigted to detailed report screen of the user and should not be able to click on the Not started learners",Manual,Medium,Functional,The simulation should be assigned to x number of learners and completed by x number of learners,NA,"1. Log in as admin / Content publisher
2. Navigate to Hey sales module
3. Open any simulation
4. Click on any completed learner from the learner list
5. Click on any Not Started learner from the learner list","1. User should be able to login in successfully
2. Hey sales module should render successfully
3. User should be able to open any simulation
4. User should be navigated to detailed report screen
5. The Not started learners in the list should not be clickable and no UI navigation should happen","Admins and Content publisher are able to click on the completed user [on name, profile pic], and they are navigted to detailed report screen of the user and admins are not able to click on the Not started learners",
HeySales Studio> Simulations Reports,TC0021_Check the navigation from Learners List [From Completed Learners drop down],arjun@paperflite.com,"Valiadte Admins and Content publisher should be able to click on the completed user [on name, profile pic], and they should be navigted to detailed report screen of the user",Manual,Medium,Functional,The simulation should be assigned to x number of learners and completed by x number of learners,NA,"1. Log in as admin / Content publisher
2. Navigate to Hey sales module
3. Open any simulation
4. Click on any completed learner from the learner list","1. User should be able to login in successfully
2. Hey sales module should render successfully
3. User should be able to open any simulation
4. User should be navigated to detailed report screen","Admins and Content publisher are able to click on the completed user [on name, profile pic], and they are navigted to detailed report screen of the user",
HeySales Studio> Simulations Reports,TC0022_Check the navigation from Learners List [From Not Started Learners drop down],arjun@paperflite.com,Validate Not started learners in the list should not be clickable and no UI navigation should happen,Manual,Medium,Functional,The simulation should be assigned to x number of learners and no learner should start the simulation,NA,"1. Log in as admin / Content publisher
2. Navigate to Hey sales module
3. Open any simulation
4. Click on any Not started learner from the learner list","1. User should be able to login in successfully
2. Hey sales module should render successfully
3. User should be able to open any simulation
4. The Not started learners in the list should not be clickable and no UI navigation should happen",Not started learners in the list are not clickable and no UI navigation happen,
HeySales Studio> Simulations Reports,TC0023_Check the UI in the detailed report screen,arjun@paperflite.com,"Validate On top left of the screen there should be a Back arrow with ""back and the simulation name"" clicking on it should navigate the user back to simulation home screen, Under the back button ""Completed learners"" heading with the count in bracket should be displayed, under the Completed learners heading a search bar and the list of learners with their profile pic, score, call logged date should be displayed and the respictive user from where the admin ended up in the detailed screen should be highlighted in the list and the detailed report should be displayed in the right side of the screen",Manual,Medium,Functional,The simulation should be assigned to x number of learners and completed by x number of learners,NA,"1. Log in as admin / Content publisher
2. Navigate to Hey sales module
3. Open any simulation
4. Click on any completed learner from the learner list
5. Check the UI in the detailed report screen","1. User should be able to login in successfully
2. Hey sales module should render successfully
3. User should be able to open any simulation
4. User should be navigated to detailed report screen
5. The UI and Font should follow the design and the percentage should be in primary color","On top left of the screen there is a Back arrow with ""back text and the simulation name"" clicking on it navigates the user back to simulation home screen, Under the back button ""Completed learners"" heading with the count in bracket is displayed, under the Completed learners heading a search bar and the list of learners with their profile pic, score, call logged date are displayed and the respictive user from where the admin ended up in the detailed screen is highlighted in the list and the detailed report is displayed in the right side of the screen",
HeySales Studio> Simulations Reports,"TC0024_Check new data points in ""Completed learners"" list inside the detailed report screen",arjun@paperflite.com,Validate when a new user completes the simulation the data should be added in the Completed learners list with their score and the scroll should work as expected in the list,Manual,Medium,Functional,The simulation should be assigned to x number of learners and completed by x number of learners,NA,"1. Login as a learner
2. Open My courses
3. Start the simulation and complete
4. Now Login as admin
5. Click on any completed learner
6. Scroll through the list","1. User should be able to login successfully
2. User should be able to open My courses in hey sales and locate the assigned simulation
3. User should be able to start the simulation and successfully complete it with respective score
4. Admin user should be able to login successfully
5. The completed learmer should be added in the list and clicking on the learner should navigate the admin to detailed report screen
6. Admin should be able to scroll through the list without any issue",when a new user completes the simulation the data is added in the Completed learners list with their score and the scroll works as expected in the list,
HeySales Studio> Simulations Reports,TC0025_Check the search bar in the detailed report screen,arjun@paperflite.com,"Validate User should be able to search for any learner in the list and exact result should be featched, searching for an invalid user in the list should display not found message",Manual,Medium,Functional,The simulation should be assigned to x number of learners and completed by x number of learners,NA,"1.Click on any completed learner
2. Search for any completed learner
3. Search for any not started learner","1. Clicking on the learner should navigate the admin to detailed report screen
2. The exact learner should be filtered and fetched
3. No learner found error message should be displayed","User is able to search for any learner in the list and exact result is featched, searching for an invalid user in the list displays not found message",
HeySales Studio> Simulations Reports,TC0026_Check the UI in the right side screen of the detailed report page,arjun@paperflite.com,"Validate The Learners Full name, Profile Pic, email ID, their rank in the simulation, Latest score card, attemps taken card, Ramp up date card, time spent card, breakdown of the call, Percentage scored in the call with number of attemps dropdown and the properties break down of the call should be displayed",Manual,Medium,Functional,The simulation should be assigned to x number of learners and completed by x number of learners,NA,"1. Login as a learner
2. Open My courses
3. Start the simulation and complete
4. Now Login as admin
5. Click on any completed learner
6. Check the UI","1. User should be able to login successfully
2. User should be able to open My courses in hey sales and locate the assigned simulation
3. User should be able to start the simulation and successfully complete it with respective score
4. Admin user should be able to login successfully
5. The completed learmer should be added in the list and clicking on the learner should navigate the admin to detailed report screen
6. The UI and Font should follow the design and the percentage should be in primary color","The Learners Full name, Profile Pic, email ID, their rank in the simulation, Latest score card, attemps taken card, Ramp up date card, time spent card, breakdown of the call, Percentage scored in the call with number of attemps dropdown and the properties break down of the call are displayed",
HeySales Studio> Simulations Reports,TC0027_Check the latest score card in report screen,arjun@paperflite.com,Validate The latest score earned by the learner should be displayed in X% and with a sub text average best score across the team x%,Manual,Medium,Functional,The simulation should be assigned to x number of learners and completed by x number of learners,NA,"1. Login as a learner
2. Open My courses
3. Start the simulation and complete
4. Now Login as admin
5. Click on any completed learner
6. Check the latest score card","1. User should be able to login successfully
2. User should be able to open My courses in hey sales and locate the assigned simulation
3. User should be able to start the simulation and successfully complete it with respective score
4. Admin user should be able to login successfully
5. The completed learmer should be added in the list and clicking on the learner should navigate the admin to detailed report screen
6. The score earned by the learner percentage should be in primary color with sub text average best score across the team x%",The latest score earned by the learner is displayed in X% and with a sub text average best score across the team x%,
HeySales Studio> Simulations Reports,TC0028_Check the logic of the latest score card,arjun@paperflite.com,"Validate if the user has only one attempt then that score should be displayed, or if the user has multiple attempts [eg:5] the last attempts score shoud be displayed",Manual,Medium,Functional,The simulation should be assigned to x number of learners and completed by x number of learners,NA,"1. Login as a learner
2. Open My courses
3. Start the simulation and complete
4. Now Login as admin
5. Click on any completed learner
6. Check the latest score card
7. New Log in as same learner
8. Retake the simulation and complete it
9. Now Login as admin
10. Click on any completed learner
11. Check the latest score card","1. User should be able to login successfully
2. User should be able to open My courses in hey sales and locate the assigned simulation
3. User should be able to start the simulation and successfully complete it with respective score
4. Admin user should be able to login successfully
5. The completed learmer should be added in the list and clicking on the learner should navigate the admin to detailed report screen
6. The score earned by the learner percentage should be in primary color with sub text average best score across the team x%
7. User should be able to login successfully
8. User should be able to open My courses in hey sales and locate the completed simulation and User should be able to retake the simulation and successfully complete it with respective score
9.  Admin user should be able to login successfully
10. The completed learmer should be added in the list and clicking on the learner should navigate the admin to detailed report screen
11. The latest score earned by the learner percentage should be in primary color with sub text average best score across the team x%","If the user has only one attempt then that score is displayed, or if the user has multiple attempts [eg:5] the last attempts score is displayed",
HeySales Studio> Simulations Reports,TC0029_Check the logic of the average best score across the team in latest score card,arjun@paperflite.com,Validate The average should be calculated based on the cumalation of all the best scores of all the completed learners divided by the number of completed learners,Manual,Medium,Functional,The simulation should be assigned to x number of learners and completed by x number of learners,NA,"1. Login as a learner A
2. Open My courses
3. Start the simulation and complete
4. Retake the same simulatio again
5. Login as a learner B
6. Open My courses
7. Start the simulation and complete
8. Retake the same simulatio again
9. Now Login as admin
10. Click on any completed learner
11. Check the latest score card","1. User A should be able to login successfully
2. User A should be able to open My courses in hey sales and locate the assigned simulation
3. User A should be able to start the simulation and successfully complete it with respective score
4. User A should be able to retake the simulation and successfully complete it with updated score
5. User B should be able to login successfully
6. User B should be able to open My courses in hey sales and locate the assigned simulation
7. User B should be able to start the simulation and successfully complete it with respective score
8. User B should be able to retake the simulation and successfully complete it with updated score
9.  Admin user should be able to login successfully
10. The completed learmer should be added in the list and clicking on the learner A should navigate the admin to detailed report screen
11. The latest score card A should be the last attempts score in percentage and the average of team should be best score cumalation of User A and User B divided by number of completed users",The average is calculated based on the cumalation of all the best scores of all the completed learners divided by the number of completed learners,
HeySales Studio> Simulations Reports,TC0030_Check the average best score across the team in latest score card if all the completed learners has only one attempt,arjun@paperflite.com,Validate If all the completed users has only one attempt the same score should be used for the team average score calculation,Manual,Medium,Functional,The simulation should be assigned to x number of learners and completed by x number of learners,NA,"1. Login as a learner A
2. Open My courses
3. Start the simulation and complete
4. Login as a learner B
5. Open My courses
6. Start the simulation and complete
7. Now Login as admin
8. Click on any completed learner
9. Check the latest score card","1. User A should be able to login successfully
2. User A should be able to open My courses in hey sales and locate the assigned simulation
3. User A should be able to start the simulation and successfully complete it with respective score
4. User B should be able to login successfully
5. User B should be able to open My courses in hey sales and locate the assigned simulation
6. User B should be able to start the simulation and successfully complete it with respective score
7.  Admin user should be able to login successfully
8. The completed learmer should be added in the list and clicking on the learner A should navigate the admin to detailed report screen
9. The latest score card A should be the last attempts score in percentage and the average of team should be best score cumalation of User A and User B divided by number of completed users",If all the completed users has only one attempt the same score is used for the team average score calculation,
HeySales Studio> Simulations Reports,TC0031_Check the UI of the latest score card,arjun@paperflite.com,Validate The UI and Font should follow the design and the percentage should be in primary color,Manual,Medium,Functional,The simulation should be assigned to x number of learners and completed by x number of learners,NA,"1. Log in as admin / Content publisher
2. Navigate to Hey sales module
3. Open any simulation
4. Click on any completed learner
5. Check the latest score card","1. User should be able to login in successfully
2. Hey sales module should render successfully
3. User should be able to open any simulation
4. The completed learmer should be added in the list and clicking on the learner A should navigate the admin to detailed report screen
5. The UI and Font should follow the design and the percentage should be in primary color",The UI and Font follows the design and the percentage is in primary color,
HeySales Studio> Simulations Reports,TC0032_Check the attempts taken card in report screen,arjun@paperflite.com,"Validate Number of attemps count, a horizontal bar graph with percentage should be displayed and the latest graph should be highlighted",Manual,Medium,Functional,The simulation should be assigned to a learners and completed by the learners,NA,"1. Login as a learner
2. Open My courses
3. Start the simulation and complete
4. Now Login as admin
5. Click on any completed learner
6. Check the attempts taken card","1. User should be able to login successfully
2. User should be able to open My courses in hey sales and locate the assigned simulation
3. User should be able to start the simulation and successfully complete it with respective score
4. Admin user should be able to login successfully
5. The completed learmer should be added in the list and clicking on the learner should navigate the admin to detailed report screen
6. The respective data should be displayed in the attempts taken card","Number of attemps count, a horizontal bar graph with percentage is displayed and the latest graph is highlighted",
HeySales Studio> Simulations Reports,"TC0033_Check the attempts taken card in report screen, if the user has no retakes",arjun@paperflite.com,"Valdiate If the learner has completed the simulation and has no retakes, in the attempts taken card should display #1 indicating the user has completed the simulation only once",Manual,Medium,Functional,The simulation should be assigned to a learners and completed by the learners,NA,"1. Login as a learner
2. Open My courses
3. Start the simulation and complete
4. Now Login as admin
5. Click on any completed learner
6. Check the attempts taken card","1. User should be able to login successfully
2. User should be able to open My courses in hey sales and locate the assigned simulation
3. User should be able to start the simulation and successfully complete it with respective score
4. Admin user should be able to login successfully
5. The completed learmer should be added in the list and clicking on the learner should navigate the admin to detailed report screen
6. In the attemps taken card #1 should be displayed in primary color","If the learner has completed the simulation and has no retakes, in the attempts taken card displays #1 indicating the user has completed the simulation only once",
HeySales Studio> Simulations Reports,"TC0034_Check the attempts taken card in report screen, if the user has 2 retakes",arjun@paperflite.com,"Valdiate If the learner has completed the simulation and has 2 retakes, in the attempts taken card should display #3 indicating the user has completed the simulation 3 times and a bar graphical representation with all 3 scores should be displayed",Manual,Medium,Functional,The simulation should be assigned to a learners and completed by the learners and 2 retakes,NA,"1. Login as a learner
2. Open My courses
3. Start the simulation and complete
4. Retake the same simulatio 2 more times
5. Now Login as admin
6. Click on any completed learner
7. Check the attempts taken card","1. User should be able to login successfully
2. User should be able to open My courses in hey sales and locate the assigned simulation
3. User should be able to start the simulation and successfully complete it with respective score
4. User should be able to retake the course 2 more times successfully
5. Admin user should be able to login successfully
6. The completed learmer should be added in the list and clicking on the learner should navigate the admin to detailed report screen
7. In the attemps taken card #1 should be displayed in primary color","If the learner has completed the simulation and has 2 retakes, the attempts taken card displays #3 indicating the user has completed the simulation 3 times and a bar graphical representation with all 3 scores are displayed",
HeySales Studio> Simulations Reports,"TC0035_Check the attempts taken card in report screen, if the user has 5 retakes",arjun@paperflite.com,"Valdiate If the learner has completed the simulation and has 5 retakes, in the attempts taken card should display #6 indicating the user has completed the simulation 6 times and a bar graphical representation with last 3 scores should be displayed",Manual,Medium,Functional,The simulation should be assigned to a learners and completed by the learners and 5 retakes,NA,"1. Login as a learner
2. Open My courses
3. Start the simulation and complete
4. Retake the same simulatio 5 more times
5. Now Login as admin
6. Click on any completed learner
7. Check the attempts taken card","1. User should be able to login successfully
2. User should be able to open My courses in hey sales and locate the assigned simulation
3. User should be able to start the simulation and successfully complete it with respective score
4. User should be able to retake the course 5 more times successfully
5. Admin user should be able to login successfully
6. The completed learmer should be added in the list and clicking on the learner should navigate the admin to detailed report screen
7. In the attemps taken card #1 should be displayed in primary color","If the learner has completed the simulation and has 5 retakes, the attempts taken card displays #6 indicating the user has completed the simulation 6 times and a bar graphical representation with last 3 scores is displayed",
HeySales Studio> Simulations Reports,TC0036_Check the UI of the attempts taken card,arjun@paperflite.com,Validate The UI and Font should follow the design and the percentage should be in primary color,Manual,Medium,Functional,The simulation should be assigned to a learners and completed by the learners and 5 retakes,NA,"1. Log in as admin / Content publisher
2. Navigate to Hey sales module
3. Open any simulation
4. Click on any completed learner
5. Check the attempts taken card","1. User should be able to login in successfully
2. Hey sales module should render successfully
3. User should be able to open any simulation
4. The completed learmer should be added in the list and clicking on the learner A should navigate the admin to detailed report screen
5. The UI and Font should follow the design and the percentage should be in primary color",The UI and Font follows the design and the percentage is in primary color,
