Sprint Name,Test Case Title,Test Assignee,Description,Mode,Priority,Type,Precondition,Test Data,Steps,Expected Result,Actual Result,Tags
HeySales ManageCourses> Due date and reminder notifications,TC0011_ Check adding past date in the specific due date option,arjun@paperflite.com,Validate Admins should not be able to pick past dates in the specific due date picker,Manual,Medium,Functional,Admin should create a course and publish it,NA,"1. Click on Add Learners button
2. Check the new Due date option
3. Try to choose past date in the data picker","1. Add Learner slider should be displayed
2. In the slider above the add and cancel buttons, Due data with pick a date should be displayed
3. Clicking on the Due date option should bring a date picker, and admins should not be able to choose a past date from the picker",Admins are not able to pick past dates in the specific due date picker,
HeySales ManageCourses> Due date and reminder notifications,TC0012_ Check the learners list for learners assigned with due date,arjun@paperflite.com,"Validate In the learners list for learners assigned with due date, Under the User name and Profile pic Due date on date should be displayed",Manual,Medium,Functional,Admin should open any published learning,NA,"1. Create a new Simulation
2. Click on add learners
3. Now click on Pick a date
4. Choose a date
5. Choose 5 learners
6. Click on add
7. Check the learners list","1. Admin should be able to create a new podcast
2. Add Learner slider should be displayed
3. Clicking on the pick a date should open the date picker
4. Admin should be able to choose a date
5. Admin should be able to choose 5 Learners
6. All the selected learners should be added with the same due date
7. In the learners list for learners assigned with due date, Under the User name and Profile pic Due date on date should be displayed","In the learners list for learners assigned with due date, Under the User name and Profile pic Due date on date is displayed",
HeySales ManageCourses> Due date and reminder notifications,TC0013_ Check the learners list for learners assigned with no due date,arjun@paperflite.com,"Validate In the learners list for learners assigned with no due date, Under the User name and Profile pic assigned on date should be displayed",Manual,Medium,Functional,Admin should open any published learning,NA,"1. Create a new Podcast
2. Click on add learners
3. Choose 5 learners
4. Click on add
5. Check the learners list","1. Admin should be able to create a new podcast
2. Add Learner slider should be displayed
3. Admin should be able to choose 5 Learner
4. All the selected learners should be added with the no due date
5. In the learners list for learners assigned with no due date, Under the User name and Profile pic assigned on date is displayed","In the learners list for learners assigned with no due date, Under the User name and Profile pic assigned on date is displayed",
HeySales ManageCourses> Due date and reminder notifications,TC0014_ Check the learners list for learners enrolled to a learning,arjun@paperflite.com,"Validate For Learners who enrolled to a learning, In the learners list Under the User name and Profile pic enrolled date should be displayed ",Manual,Medium,Functional,Admin should create a course and publish it,NA,"1. Login as a learner
2. Navigate to Hey sales, Explore page
3. Enroll to a learning
4. Login as admin
5. Open the learning
6. Check the learners list","1. Learner should be able to login successfully
2. Learner should be able to navigate to explore page in hey sales
3. Learner should be able to open any course and should be able to self enroll them
4. Admin should be able to Login successfully
5. Admin should be able to open the course, which the learner has self assigned to
6. For Learners who enrolled to a learning, In the learners list Under the User name and Profile pic enrolled date should be displayed ","For Learners who enrolled to a learning, In the learners list Under the User name and Profile pic enrolled date is displayed ",
HeySales ManageCourses> Due date and reminder notifications,TC0015_ Check the due date is not mandatory,arjun@paperflite.com,Validate Admins should be able to create a learning and assign learners without any due date,Manual,Medium,Functional,Admin should create a course and publish it without any due date,NA,"1. Create a new Podcast
2. Click on add learners
3. Choose 5 learners
4. Click on add","1. Admin should be able to create a new podcast
2. Add Learner slider should be displayed
3. Admin should be able to choose 5 Learner
4. All the selected learners should be added with the no due date",Admins can create a learning and assign learners with out any due date,
HeySales ManageCourses> Due date and reminder notifications,TC0016_ Check Learners list when the learners have completed the learning before the due date,arjun@paperflite.com,"Validate When a learner has completed a learning within the due date, in the admin view learners list on the Users profic pic an hourglass in green colour, completed on date and the percentage should be displayed",Manual,Medium,Functional,Admin should create a course and publish it,NA,"1. As an admin create a course
2. Assign to a learner with due date [15th Jan 2026]
3. Login as learner
4. Complete the course within the due date [12th Jan 2026]
5. Login as admin
6. Check the learners list","1. Admin should be able to create a course
2. Admin should be able to assign a learner to the course with due date
3. Learner should be able to login 
4. Learner should be able to complete the course within the due date
5. Admin should be able to login successfully
6. When a learner has completed a learning within the due date, in the admin view learners list on the Users profic pic an hourglass in green colour, completed on date and the percentage should be displayed","When a learner has completed a learning within the due date, in the admin view learners list on the Users profic pic an hourglass in green colour, completed on date and the percentage are displayed",
HeySales ManageCourses> Due date and reminder notifications,TC0017_ Check Learners list when the learners have completed the learning after the due date,arjun@paperflite.com,"Validate When a learner has completed a learning after the due date, in the admin view learners list on the Users profic pic an hourglass in red colour, completed on date and the percentage should be displayed",Manual,Medium,Functional,Admin should create a course and publish it,NA,"1. As an admin create a course
2. Assign to a learner with due date [15th Jan 2026]
3. Login as learner
4. Complete the course after the due date [17th Jan 2026]
5. Login as admin
6. Check the learners list","1. Admin should be able to create a course
2. Admin should be able to assign a learner to the course with due date
3. Learner should be able to login 
4. Learner should be able to complete the course after the due date
5. Admin should be able to login successfully
6. When a learner has completed a learning after the due date, in the admin view learners list on the Users profic pic an hourglass in red colour, completed on date and the percentage should be displayed","When a learner has completed a learning after the due date, in the admin view learners list on the Users profic pic an hourglass in red colour, completed on date and the percentage should be displayed",
HeySales ManageCourses> Due date and reminder notifications,TC0018_ Check hovering over the hourglass,arjun@paperflite.com,"Validate When admin hovers over the hourglass a tooltip with ""due on date"" should be displayed",Manual,Medium,Functional,Admin should create a course and publish it,NA,"1. As an admin create a course
2. Assign to couple learners with due date [15th Jan 2026]
3. Login as learner A
4. Complete the course within the due date [12th Jan 2026]
5. Now Login as Learner B
6. Complete the course after the due date [17th Jan 2026]
7. Login as admin
8. Check the learners list","1. Admin should be able to create a course
2. Admin should be able to assign couple of learner to the course with due date
3. Learner A should be able to login 
4. Learner A should be able to complete the course within the due date
5. Learner B should be able to login 
6. Learner B  should be able to complete the course after the due date
7. Admin should be able to login successfully
8. When admin hovers over the hourglass a tooltip with ""due on date"" should be displayed","When admin hovers over the hourglass a tooltip with ""due on date"" is displayed",
HeySales ManageCourses> Due date and reminder notifications,TC0019_ Check Learners list when the learners are in progress before the due date,arjun@paperflite.com,Validate In the learners list for in progress learners the due on date and the progress of completion should be displayed,Manual,Medium,Functional,Admin should create a course and publish it,NA,"1. Create a new Course with due date
2. Add a learner
3. Login as the learner
4. Start the course,make some progress do not complete it
5. Log in as admin
6. Check the Learners list","1. Admin should be able to create a course with due date
2. Admin should be able to add learners to the course
3. Learner  should be able to login 
4. Learner should be able to start the course and make progress
5. Admin should be able to Login
6. In the learners list for in progress learners the due on date and the progress of completion should be displayed",In the learners list for in progress learners the due on date and the progress of completion is displayed,
HeySales ManageCourses> Due date and reminder notifications,TC0020_ Check Learners list when the learners are in progress after the due date,arjun@paperflite.com,Validate In the learners list for in progress learners the overdue on date and the progress of completion should be displayed,Manual,Medium,Functional,Admin should create a course and publish it,NA,"1. Create a new Course with due date
2. Add a learner
3. Login as the learner
4. Start the course after the due date,make some progress do not complete it
5. Log in as admin
6. Check the Learners list","1. Admin should be able to create a course with due date
2. Admin should be able to add learners to the course
3. Learner  should be able to login 
4. Learner should be able to start the course and make progress
5. Admin should be able to Login
6. In the learners list for in progress learners the overdue on date and the progress of completion should be displayed",In the learners list for in progress learners the overdue on date and the progress of completion is displayed,
HeySales ManageCourses> Due date and reminder notifications,TC0021_ Check Learners list when the learners are have started before the due date,arjun@paperflite.com,Validate In the learners list for Not Started learners the due on date should be displayed,Manual,Medium,Functional,Admin should create a course and publish it,NA,"1. Create a new Course with due date
2. Add a learner
3. Check the Learners list","1. Admin should be able to create a course with due date
2. Admin should be able to add learners to the course
3. In the learners list for Not Started learners the due on date should be displayed",In the learners list for Not Started learners the due on date is displayed,
HeySales ManageCourses> Due date and reminder notifications,TC0022_ Check Learners list when the learners have not started even after the due date,arjun@paperflite.com,Validate In the learners list for Not Started learners the overdue on date should be displayed,Manual,Medium,Functional,Admin should create a course and publish it,NA,"1. Create a new Course with due date
2. Add a learner
3. Check the Learners list after Due date","1. Admin should be able to create a course with due date
2. Admin should be able to add learners to the course
3. In the learners list for Not Started learners the overdue on date should be displayed",In the learners list for Not Started learners the overdue on date is displayed,
HeySales ManageCourses> Due date and reminder notifications,TC0023_ Check the course assigned to a learner with due date in the explore page,arjun@paperflite.com,Valdiate In the Explore page on the course card the due date should not be displayed,Manual,Medium,Functional,Admin should create a course and publish it,NA,"1. Create a new Course with due date
2. Add a learner [A]
3. Login as the learner [A]
4. Navigae to Explore page
5. Check the course card","1. Admin should be able to create a course with due date
2. Admin should be able to add learners [A] to the course
3. Learner [A] should be able to login 
4. Learner [A] should be able to access the Explore page
5. In the Explore page on the course card the due date should not be displayed",In the Explore page on the course card the due date is not displayed,
HeySales ManageCourses> Due date and reminder notifications,"TC0024_ Check the course assigned to a learner with due date, opened from My course page, Courses assigned [within due date]",arjun@paperflite.com,"Validate In the Course screen for learners, On the Start course button no of days left should be displayed and a due on with the date should be displayed in the course as a new metadata",Manual,Medium,Functional,Admin should create a course and publish it,NA,"1. Create a new Course [ABC] with due date
2. Add a learner [A]
3. Login as the learner [A]
4. Navigae to My Course
5. Click on the Course [ABC]
6. Check the due on date metadata","1. Admin should be able to create a course with due date
2. Admin should be able to add learners [A] to the course
3. Learner [A] should be able to login 
4. Learner should be able to navigate to My course page
5. In the My course page course [ABC] should be displayed and user should be able to click on it
6. In the Course screen for learners, On the Start course button no of days left should be displayed and a due on with the date should be displayed in the course as a new metadata","In the Course screen for learners, On the Start course button no of days left is displayed and a due on with the date is displayed in the course as a new metadata",
HeySales ManageCourses> Due date and reminder notifications,"TC0025_ Check the course assigned to a learner with due date, opened from My course page, Courses assigned [Due date is overdue]",arjun@paperflite.com,"Validate In the Course screen for learners, On the Start course button no of days left should be displayed and a overdue on with the date should be displayed in the course as a new metadata",Manual,Medium,Functional,Admin should create a course and publish it,NA,"1. Create a new Simulation [ABC] with due date
2. Add a learner [A]
3. Login as the learner [A]
4. Navigae to My Course
5. Click on the Simulation [ABC] after the due date
6. Check the due on date metadata","1. Admin should be able to create a Simulation with due date
2. Admin should be able to add learners [A] to the Simulation
3. Learner [A] should be able to login 
4. Learner should be able to navigate to My course page
5. In the My course page Simulation [ABC] should be displayed and user should be able to click on it
6. In the Course screen for learners, On the Start Call button no of days left should be displayed and a overdue on with the date should be displayed in the course as a new metadata","In the Course screen for learners, On the Start Call button no of days left is displayed and a overdue on with the date is displayed in the course as a new metadata",
HeySales ManageCourses> Due date and reminder notifications,"TC0026_ Check the inprogress learning with due date, opened from My course page, Courses InProgress [within due date]",arjun@paperflite.com,"Validate In the Course screen for learners, On the Resume course button no of days left should be displayed and a due on with the date should be displayed in the course as a new metadata",Manual,Medium,Functional,Admin should create a course and publish it,NA,"1. Create a new Course with due date
2. Add a learner
3. Login as the learner
4. Start the course,make some progress do not complete it
5. Open My courses
6. Click on the Course from in progress
7. Check the due on date metadata","1. Admin should be able to create a course with due date
2. Admin should be able to add learners to the course
3. Learner  should be able to login 
4. Learner should be able to start the course and make progress
5. Learner should be able to navigate to Mycourse page
6. In the My course page course [ABC] should be displayed in Inprogress section and user should be able to click on it
7. In the Course screen for learners, On the Resume course button no of days left should be displayed and a due on with the date should be displayed in the course as a new metadata","In the Course screen for learners, On the Resume course button no of days left is displayed and a due on with the date is displayed in the course as a new metadata",
HeySales ManageCourses> Due date and reminder notifications,"TC0027_ Check the inprogress learning with due date, opened from My course page, Courses InProgress [Due date is Overdue]",arjun@paperflite.com,"Validate In the Course screen for learners, On the Resume course button no of days left should be displayed and a overdue on with the date should be displayed in the course as a new metadata",Manual,Medium,Functional,Admin should create a course and publish it,NA,"1. Create a new Course with due date
2. Add a learner
3. Login as the learner
4. Start the course after the due date,make some progress do not complete it
5. Open My courses
6. Click on the Course from in progress
7. Check the due on date metadata","1. Admin should be able to create a course with due date
2. Admin should be able to add learners to the course
3. Learner  should be able to login 
4. Learner should be able to start the course after the due date and make progress
5. Learner should be able to navigate to Mycourse page
6. In the My course page course [ABC] should be displayed in Inprogress section and user should be able to click on it
7. In the Course screen for learners, On the Resume course button no of days left should be displayed and a overdue on with the date should be displayed in the course as a new metadata","In the Course screen for learners, On the Resume course button no of days left is displayed and a due on with the date is displayed in the course as a new metadata",
HeySales ManageCourses> Due date and reminder notifications,TC0028_ Check the completed course card [Completed within due date],arjun@paperflite.com,"Validate In the Course screen for learners, on the banner only Retake course button should be displayed and the due date data should not be displayed",Manual,Medium,Functional,Admin should create a course and publish it,NA,"1. Create a new Course with due date
2. Add a learner
3. Login as the learner
4. Start the course after the due date, complete the course [within due date]
5. Open My courses
6. Click on the Course from Completed
7. Check the due on date metadata","1. Admin should be able to create a course with due date
2. Admin should be able to add learners to the course
3. Learner  should be able to login 
4. Learner should be able to start the course with in the due date and complete it
5. Learner should be able to navigate to Mycourse page
6. In the My course page course [ABC] should be displayed Completed section and user should be able to click on it
7. In the Course screen for learners, on the banner only Retake course button should be displayed and the due date data should not be displayed","In the Course screen for learners, on the banner only Retake course button is displayed and the due date data is not displayed",
HeySales ManageCourses> Due date and reminder notifications,TC0029_ Check the completed course card [Completed after due date],arjun@paperflite.com,"Validate In the Course screen for learners, on the banner only Retake course button should be displayed and the due date data should not be displayed",Manual,Medium,Functional,Admin should create a course and publish it,NA,"1. Create a new Course with due date
2. Add a learner
3. Login as the learner
4. Start the course after the due date, complete the course [after due date]
5. Open My courses
6. Click on the Course from Completed
7. Check the due on date metadata","1. Admin should be able to create a course with due date
2. Admin should be able to add learners to the course
3. Learner  should be able to login 
4. Learner should be able to start the course after the due date and complete it
5. Learner should be able to navigate to Mycourse page
6. In the My course page course [ABC] should be displayed Completed section and user should be able to click on it
7. In the Course screen for learners, on the banner only Retake course button should be displayed and the due date data should not be displayed","In the Course screen for learners, on the banner only Retake course button is displayed and the due date data is not displayed",
HeySales ManageCourses> Due date and reminder notifications,TC0030_ Check a Not Started Simulation with due date that is opened from explore page [Within due date],arjun@paperflite.com,"Validate In the Simulation screen for learners, On the Start Call button no of days left should be displayed and a due on with the date should be displayed in the Simulation as a new metadata",Manual,Medium,Functional,Admin should create a course and publish it,NA,"1. Create a new Simulation [ABC] with due date
2. Add a learner [A]
3. Login as the learner [A]
4. Navigae to Explore page
5. Click on the Simulation [ABC]
6. Check the due on date metadata","1. Admin should be able to create a Simulation with due date
2. Admin should be able to add learners [A] to the Simulation
3. Learner [A] should be able to login 
4. Learner should be able to navigate to Explore page
5. In the Explore page Simulation [ABC] should be displayed and user should be able to click on it
6. In the Simulation screen for learners, On the Start Call button no of days left should be displayed and a due on with the date should be displayed in the course as a new metadata","In the Course screen for learners, On the Start call button no of days left is displayed and a due on with the date is displayed in the course as a new metadata",
HeySales ManageCourses> Due date and reminder notifications,TC0031_ Check a Not Started simulation with due date that is opened from explore page [after due date],arjun@paperflite.com,"Validate In the Simulation screen for learners, On the Start call button no of days left should be displayed and overdue on with the date should be displayed in the Simulation as a new metadata",Manual,Medium,Functional,Admin should create a course and publish it,NA,"1. Create a new Simulation [ABC] with due date
2. Add a learner [A]
3. Login as the learner [A]
4. Navigae to Explore page
5. Click on the Simulation [ABC]
6. Check the due on date metadata","1. Admin should be able to create a Simulation with due date
2. Admin should be able to add learners [A] to the Simulation
3. Learner [A] should be able to login 
4. Learner should be able to navigate to Explore page
5. In the Explore page Simulation [ABC] should be displayed and user should be able to click on it
6. In the Simulation screen for learners, On the Start Call button no of days left should be displayed and overdue on with the date should be displayed in the course as a new metadata","In the Course screen for learners, On the Start call button no of days left is displayed and overdue on with the date is displayed in the course as a new metadata",
HeySales ManageCourses> Due date and reminder notifications,TC0032_ Check a Inprogress course with due date that is opened from explore page [Within due date],arjun@paperflite.com,"Validate In the Course screen for learners, On the Resume course button no of days left should be displayed and due on with the date should be displayed in the course as a new metadata",Manual,Medium,Functional,Admin should create a course and publish it,NA,"1. Create a new Course with due date
2. Add a learner
3. Login as the learner
4. Start the course within the due date, make some progress and do not complete it
5. Open Explore page
6. Click on the course
7. Check the due on date metadata","1. Admin should be able to create a course with due date
2. Admin should be able to add learners to the course
3. Learner  should be able to login 
4. Learner should be able to start the course with in the due date and make some progress
5. Learner should be able to navigate to Explore page
6. In the Explore page course should be displayed and user should be able to click on it
7. In the Course screen for learners, On the Resume course button no of days left should be displayed and due on with the date should be displayed in the course as a new metadata","In the Course screen for learners, On the Resume course button no of days left is displayed and due on with the date is displayed in the course as a new metadata",
HeySales ManageCourses> Due date and reminder notifications,TC0033_ Check a Inprogress course with due date that is opened from explore page [after due date],arjun@paperflite.com,"Validate In the Course screen for learners, On the Resume course button no of days left should be displayed and overdue on with the date should be displayed in the course as a new metadata",Manual,Medium,Functional,Admin should create a course and publish it,NA,"1. Create a new Course with due date
2. Add a learner
3. Login as the learner
4. Start the course after the due date, make some progress and do not complete it
5. Open Explore page
6. Click on the course
7. Check the due on date metadata","1. Admin should be able to create a course with due date
2. Admin should be able to add learners to the course
3. Learner  should be able to login 
4. Learner should be able to start the course with in the due date and make some progress
5. Learner should be able to navigate to Explore page
6. In the Explore page course should be displayed and user should be able to click on it
7. In the Course screen for learners, On the Resume course button no of days left should be displayed and overdue on with the date should be displayed in the course as a new metadata","In the Course screen for learners, On the Resume course button no of days left is displayed and overdue on with the date is displayed in the course as a new metadata",
HeySales ManageCourses> Due date and reminder notifications,TC0034_ Check a completed course with due date that is opened from explore page [Within due date],arjun@paperflite.com,"Validate In the Course screen for learners, on the banner only Retake course button should be displayed and the due date data should not be displayed",Manual,Medium,Functional,Admin should create a course and publish it,NA,"1. Create a new Course with due date
2. Add a learner
3. Login as the learner
4. Start the course within the due date, complete it
5. Open Explore page
6. Click on the course
7. Check the due on date metadata","1. Admin should be able to create a course with due date
2. Admin should be able to add learners to the course
3. Learner  should be able to login 
4. Learner should be able to start the course with in the due date and complete it
5. Learner should be able to navigate to Explore page
6. In the Explore page course should be displayed and user should be able to click on it
7. In the Course screen for learners, on the banner only Retake course button should be displayed and the due date data should not be displayed","In the Course screen for learners, on the banner only Retake course button is displayed and the due date data is not displayed",
HeySales ManageCourses> Due date and reminder notifications,TC0035_ Check a completed course with due date that is opened from explore page [after due date],arjun@paperflite.com,"Validate In the Course screen for learners, on the banner only Retake course button should be displayed and the due date data should not be displayed",Manual,Medium,Functional,Admin should create a course and publish it,NA,"1. Create a new Course with due date
2. Add a learner
3. Login as the learner
4. Start the course after the due date, complete it
5. Open Explore page
6. Click on the course
7. Check the due on date metadata","1. Admin should be able to create a course with due date
2. Admin should be able to add learners to the course
3. Learner  should be able to login 
4. Learner should be able to start the course after in the due date and complete it
5. Learner should be able to navigate to Explore page
6. In the Explore page course should be displayed and user should be able to click on it
7. In the Course screen for learners, on the banner only Retake course button should be displayed and the due date data should not be displayed","In the Course screen for learners, on the banner only Retake course button is displayed and the due date data is not displayed",
HeySales ManageCourses> Due date and reminder notifications,TC0036_ Check for courses with no due date opened from My courses,arjun@paperflite.com,Validate For courses with no due date Start course / Resume course / Retake Course buttons should be displayed without any due date,Manual,Medium,Functional,Admin should create a course and publish it,NA,"1. Create a new Course without Due date
2. Add a learners [A,B and C]
3. Login as learner A and complete the course
4. Login as learner B and keep it Inprogress
5. Login as learner C and Do not start the course
6. Open My course as Learner A and click on the completed course
7. Open My course as Learner B and click on the Inprogress course
8. Open My course as Learner C and click on the Not Started course","1. Admin should be able to create a course without due date
2. Admin should be able to add learners A, B and C to the course
3. Learner A should be able to login and complete the course
4. Learner B should be able to login and start the course and keep it inprogress
5. Learner C should be able to login and not start the course
6. For Learner A in the course screen only the Retake course button should be displayed without due
7. For Learner B in the course screen only the Resume course button should be displayed without due
8. For Learner C in the course screen only the Start course button should be displayed without due",For courses with no due date Start course / Resume course / Retake Course buttons are displayed without any due date,
HeySales ManageCourses> Due date and reminder notifications,TC0037_ Check for courses with no due date opened from Explore Page,arjun@paperflite.com,Validate For courses with no due date Start course / Resume course / Retake Course buttons should be displayed without any due date,Manual,Medium,Functional,Admin should create a course and publish it,NA,"1. Create a new Course without Due date
2. Add a learners [A, and B][Do not assign to Learner C]
3. Login as learner A and complete the course
4. Login as learner B and keep it Inprogress
5. Login as learner C and Do not start the course
6. Open Explore page as Learner A and click on the completed course
7. Open Explore page as Learner B and click on the Inprogress course
8. Open Explore page as Learner C and click on the Not Started course","1. Admin should be able to create a course without due date
2. Admin should be able to add learners A, and B to the course
3. Learner A should be able to login and complete the course
4. Learner B should be able to login and start the course and keep it inprogress
5. Learner C should be able to login and not start the course
6. For Learner A in the course screen only the Retake course button should be displayed without due
7. For Learner B in the course screen only the Resume course button should be displayed without due
8. For Learner C in the course screen only the Start course button should be displayed without due",For courses with no due date Start course / Resume course / Retake Course buttons are displayed without any due date,
