Sprint Name,Test Case Title,Test Assignee,Description,Mode,Priority,Type,Precondition,Test Data,Steps,Expected Result,Actual Result,Tags
HeySales Let's Learn> Microlearning,TC0017_ Check the modify button,arjun@paperflite.com,Validate Clicking on the modify button should bring a prompt field,Manual,Medium,Functional,Hey sales should be enabled for the account,NA,"1. Open a generated article
2. Click on Modify button
3. Add any alpha numeric in the input field
4. Add any spl character in the input field
5. Check the max character limit of the input filed","1. User should be open any generated article
2. Clicking on the modify button should bring a prompt field
3. User should be able to add any alphanumeric to the input field
4. User should be able to add any spl character to the input field
5. Yet to confirm with the product",Clicking on the modify button brings a prompt field,
HeySales Let's Learn> Microlearning,TC0018_ Check modifying the article,arjun@paperflite.com,Validate User should be able to modify the article by inputing a promt,Manual,Medium,Functional,Hey sales should be enabled for the account,What specific pain points do customer experience,"1. Open a generated article
2. Click on Modify button
3. Give a valid prompt","1. User should be open any generated article
2. Clicking on the modify button should bring a prompt field
3. User should be able to modify the article by inputing a promt",User is able to modify the article by inputing a promt,
HeySales Let's Learn> Microlearning,TC0019_ Check modifying the article with invalid prompt,arjun@paperflite.com,Validate User should not be able to modify the article by inputing an invalid promt,Manual,Medium,Functional,Hey sales should be enabled for the account,"QWET%^&*()) _+{}:""?>< NBMBJH %&% FDG","1. Open a generated article
2. Click on Modify button
3. Give an invalid prompt","1. User should be open any generated article
2. Clicking on the modify button should bring a prompt field
3. User should not be able to modify the article by inputing an invalid promt",User is not able to modify the article by inputing an invalid promt,
HeySales Let's Learn> Microlearning,TC0020_ Check the history pane in the article,arjun@paperflite.com,Validate Clicking on the history button should bring all the modifications made to the articles ,Manual,Medium,Functional,Hey sales should be enabled for the account,NA,"1. Open a generated article
2. Click on History button","1. User should be open any generated article
2. Clicking on the history button should bring all the modifications made to the articles ",Clicking on the history button brings all the modifications made to the articles ,
HeySales Let's Learn> Microlearning,TC0021_ Check scrolling through the list in the history pane,arjun@paperflite.com,Validate user should be able to scroll through all the modification prompts in the history pane,Manual,Medium,Functional,Hey sales should be enabled for the account & Modify the article more than 10 times,NA,"1. Open a generated article
2. Click on History button
3. Scroll through the list","1. User should be open any generated article
2. Clicking on the history button should bring all the modifications made to the articles 
3. User should be able to scroll through all the modification prompts in the history pane",User is able to scroll through all the modification prompts in the history pane,
HeySales Let's Learn> Microlearning,TC0022_ Check switching between different prompts in the history pane,arjun@paperflite.com,Validate By clicking on any of the modification prompt in the history pane should change the article to the respective version,Manual,Medium,Functional,Hey sales should be enabled for the account & Modify the article more than 10 times,NA,"1. Open a generated article
2. Click on History button
3. Click on any of the modification prompt","1. User should be open any generated article
2. Clicking on the history button should bring all the modifications made to the articles 
3. By clicking on any of the modification prompt in the history pane should change the article to the respective version",By clicking on any of the modification prompt in the history pane changes the article to the respective version,
HeySales Let's Learn> Microlearning,TC0023_ Check the default landing of the article when it's opened,arjun@paperflite.com,"Validate When an article is opened, the last modified version should be displayed and the same should be highlighted in the history pane",Manual,Medium,Functional,Hey sales should be enabled for the account & Modify the article more than 10 times,NA,"1. Open an article
2. Check the article version","1.User should be able to open any generated article
2. When an article is opened, the last modified version should be displayed and the same should be highlighted in the history pane","When an article is opened, the last modified version is displayed and the same is highlighted in the history pane",
HeySales Let's Learn> Microlearning,TC0024_ Check the access of the articles,arjun@paperflite.com,Validate All the articles created by the users should be specific to the user and not available to other users,Manual,Medium,Functional,Hey sales should be enabled for the account,NA,"1. Login as User A
2. Create an article
3. Login as User B","1. User A should be able to login successfully
2. User A should be able to create an article
3. User B should be able to login successfully, and the article created by the user A should not be available for User B",All the articles created by the users are specific to the user and not available to other users,
HeySales Let's Learn> Microlearning,TC0025_ Check the list of articles in the let's learn landing page,arjun@paperflite.com,Validate All the created articles by the user should be listed under the prompt field and the user should be able to scroll through it,Manual,Medium,Functional,Hey sales should be enabled for the account,NA,"1. Open Let's learn module
2. Check the list of created articles
3. Scroll through the list","1. User should land in the let's learn landing screen
2. All the created articles by the user should be listed under the prompt field 
3. User should be able to scroll through it",All the created articles by the user are be listed under the prompt field and the user is able to scroll through it,
HeySales Let's Learn> Microlearning,TC0026_ Check the Start new learning button in the article screen,arjun@paperflite.com,Validate Clicking on the Start new learning should navigate the user to the Prompt screen and user should be able to create a new article,Manual,Medium,Functional,Hey sales should be enabled for the account,NA,"1. Open a generated article
2. Click on Start a new learning button","1. User should be open any generated article
2. Clicking on the Start new learning should navigate the user to the Prompt screen and user should be able to create a new article",Clicking on the Start new learning navigates the user to the Prompt screen and user is able to create a new article,
HeySales Let's Learn> Microlearning,TC0027_ Check the parent prompt in the history pane,arjun@paperflite.com,Valdiate In the history pane the parent prompt [used to generate the article] should be dissplayed,Manual,Medium,Functional,Hey sales should be enabled for the account,NA,"1. Click on the Add button
2. Add assets 
3. Add a valid prompt
4. Click on enter
5. Open the history pane","1. Add assets slider should be displaed
2. User should be able to add asset
3. User should be able to add a valid prompt
4. After adding the assets, User should be able to input a valid prompt and generate an article
5. In the history pane the parent prompt [used to generate the article] should be dissplayed",In the history pane the parent prompt [used to generate the article] is dissplayed,
HeySales Let's Learn> Microlearning,TC0028_ Check the home page of let's learn for all the generated articles,arjun@paperflite.com,Validate In the home page all the generated articles by the user should be displayed,Manual,Medium,Functional,Hey sales should be enabled for the account,NA,"1. Click on Let's learn module
2. Check the list of articles in the home page","1. User should be landed in the Let's learn landing page
2. In the home page all the generated articles by the user should be displayed",In the home page all the generated articles by the user is displayed,
HeySales Let's Learn> Microlearning,TC0029_ Check scrolling through the generated articles in the home page,arjun@paperflite.com,Validate User should be able to scroll through the generated articles and clicking on it should open the article,Manual,Medium,Functional,Hey sales should be enabled for the account,NA,"1. Click on Let's learn module
2. Scroll through the list
3. Click on any of the article","1. User should be landed in the Let's learn landing page
2. User should be able to scroll through the generated articles
3. Clicking on it should open the article",User is able to scroll through the generated articles and clicking on it opens the article,
HeySales Let's Learn> Microlearning,TC0030_ Check deleting the generated article,arjun@paperflite.com,Validate User should be able to delete the generated article from the let's learn home page,Manual,Medium,Functional,Hey sales should be enabled for the account,NA,"1. Click on Let's learn module
2. Delete the generated article","1. User should be landed in the Let's learn landing page
2. User should be able to delete the generated article from the let's learn home page",User is able to delete the generated article from the let's learn home page,
HeySales Let's Learn> Microlearning,TC0031_ Check uploading an error asset for the article generation,arjun@paperflite.com,Validate When an error asset is uploded the article generation should fail,Manual,Medium,Functional,Hey sales should be enabled for the account,NA,"1. Click on the Add button
2. Add error assets 
3. Add a valid prompt
4. Click on enter","1. Add assets slider should be displaed
2. User should be able to add asset
3. User should be able to add a valid prompt
4. When an error asset is uploded the article generation should fail",When an error asset is uploded the article generation fails,
